일자|시간|구분,연월일,시간,구분,year,month,day,weekday,기온,기압,습도
2019-01-03 02 A,2019-01-03,02,0,2019,1,3,3,-4.2468559695788,1019.5800864438658,69.30666666666666
2019-01-03 03 A,2019-01-03,03,0,2019,1,3,3,-4.401887867553047,1019.7756545003255,67.04666666666667
2019-01-03 04 A,2019-01-03,04,0,2019,1,3,3,-4.57851849699464,1018.0459769694011,77.03333333333335
2019-01-03 05 A,2019-01-03,05,0,2019,1,3,3,-4.791513077139125,1018.5516581217447,77.45
2019-01-03 06 A,2019-01-03,06,0,2019,1,3,3,-5.077872520535569,1017.7469879150391,80.68666666666667
2019-01-03 07 A,2019-01-03,07,0,2019,1,3,3,-5.080241747903025,1017.8540236409505,77.75333333333333
2019-01-03 08 A,2019-01-03,08,0,2019,1,3,3,-5.2384251198217955,1016.2862799072265,74.77333333333333
2019-01-03 09 A,2019-01-03,09,0,2019,1,3,3,-4.675370279879037,1017.694424272017,69.93333333333334
2019-01-03 10 A,2019-01-03,10,0,2019,1,3,3,-3.526181698552658,1016.5833795366933,46.50333333333333
2019-01-03 11 A,2019-01-03,11,0,2019,1,3,3,-2.1327448609369006,1019.2574525379,50.1
2019-01-03 12 A,2019-01-03,12,0,2019,1,3,3,-0.8982459013393633,1011.7000122070312,30.0
2019-01-03 13 A,2019-01-03,13,0,2019,1,3,3,0.35243590063937136,1007.0009780544706,35.31333333333333
2019-01-03 14 A,2019-01-03,14,0,2019,1,3,3,0.9169186427173671,1005.8246899414062,27.666666666666668
2019-01-03 15 A,2019-01-03,15,0,2019,1,3,3,0.9541275777052447,1003.4386446126301,59.71666666666667
2019-01-03 16 A,2019-01-03,16,0,2019,1,3,3,0.8170901134927387,1008.0549879964193,40.222500000000004
2019-01-03 17 A,2019-01-03,17,0,2019,1,3,3,0.3260713689201477,1012.2990158389645,42.10333333333333
2019-01-03 18 A,2019-01-03,18,0,2019,1,3,3,-0.8379412511511249,1011.6923311360678,43.38333333333333
2019-01-03 19 A,2019-01-03,19,0,2019,1,3,3,-1.423357829551313,1009.4700772057773,55.870000000000005
2019-01-03 20 A,2019-01-03,20,0,2019,1,3,3,-1.9137062614956701,1012.5339076063368,53.67666666666667
2019-01-03 21 A,2019-01-03,21,0,2019,1,3,3,-2.5272172984690275,1008.3227784192486,38.42666666666667
2019-01-03 22 A,2019-01-03,22,0,2019,1,3,3,-3.388138857832967,1013.5205790464137,50.94333333333333
2019-01-03 23 A,2019-01-03,23,0,2019,1,3,3,-3.3729680940362887,1013.5745446399505,48.61666666666667
2019-01-03 24 A,2019-01-03,24,0,2019,1,3,3,-3.2334317563370547,1013.8089052756392,49.79333333333333
2019-01-04 01 A,2019-01-04,01,0,2019,1,4,4,-4.332990217125103,1014.9558090124824,60.25333333333333
2019-01-04 02 A,2019-01-04,02,0,2019,1,4,4,-4.515856547940815,1014.6718515379054,58.693333333333335
2019-01-04 03 A,2019-01-04,03,0,2019,1,4,4,-4.670775640242597,1014.5748163201657,50.766893939393945
2019-01-04 04 A,2019-01-04,04,0,2019,1,4,4,-4.9288120669165485,1012.6873433878992,53.48
2019-01-04 05 A,2019-01-04,05,0,2019,1,4,4,-5.236276771445822,1011.6458403035073,54.826666666666675
2019-01-04 06 A,2019-01-04,06,0,2019,1,4,4,-5.2967850806433425,1010.9724576416015,53.76
2019-01-04 07 A,2019-01-04,07,0,2019,1,4,4,-5.501771827341288,1012.1696547444661,54.27
2019-01-04 08 A,2019-01-04,08,0,2019,1,4,4,-5.65610469876498,1013.57798828125,58.06
2019-01-04 09 A,2019-01-04,09,0,2019,1,4,4,-4.987062834417913,1014.473459499783,52.74666666666667
2019-01-04 10 A,2019-01-04,10,0,2019,1,4,4,-3.813682184378425,1017.3581276941048,66.93666666666667
2019-01-04 11 A,2019-01-04,11,0,2019,1,4,4,-2.6316761953701633,1015.5484808193108,56.946666666666665
2019-01-04 12 A,2019-01-04,12,0,2019,1,4,4,-1.2213091125350932,1015.2609845560855,51.21666666666667
2019-01-04 13 A,2019-01-04,13,0,2019,1,4,4,-0.09833565674711447,1012.2413882300967,27.373333333333335
2019-01-04 14 A,2019-01-04,14,0,2019,1,4,4,0.39092402325858244,1017.649321085612,40.99
2019-01-04 15 A,2019-01-04,15,0,2019,1,4,4,0.7630763233031733,1011.8895159013208,40.07666666666666
2019-01-04 16 A,2019-01-04,16,0,2019,1,4,4,0.7788599872734134,1010.534336751302,37.36666666666667
2019-01-04 17 A,2019-01-04,17,0,2019,1,4,4,0.33489745864670084,1015.4799495893827,46.99333333333334
2019-01-04 18 A,2019-01-04,18,0,2019,1,4,4,-0.7785243676202985,1017.119335530599,47.75666666666666
2019-01-04 19 A,2019-01-04,19,0,2019,1,4,4,-1.3137381690814578,1014.6441165258015,45.843333333333334
2019-01-04 20 A,2019-01-04,20,0,2019,1,4,4,-1.8537831582915072,1012.5451314405723,55.11666666666667
2019-01-04 21 A,2019-01-04,21,0,2019,1,4,4,-2.7137382149899234,1016.4423540722076,53.31666666666666
2019-01-04 22 A,2019-01-04,22,0,2019,1,4,4,-2.964673795103492,1014.1856871299138,54.99
2019-01-04 23 A,2019-01-04,23,0,2019,1,4,4,-3.5368751340304185,1012.9326590983072,59.870000000000005
2019-01-04 24 A,2019-01-04,24,0,2019,1,4,4,-3.723692743072867,1010.5386877441406,52.15
2019-01-05 01 A,2019-01-05,01,0,2019,1,5,5,-4.500134653781152,1016.1931863429742,62.51333333333334
2019-01-05 02 A,2019-01-05,02,0,2019,1,5,5,-4.492227817771422,1017.2496323522938,64.07369269619271
2019-01-05 03 A,2019-01-05,03,0,2019,1,5,5,-4.400280857792819,1013.926939440024,53.169999999999995
2019-01-05 04 A,2019-01-05,04,0,2019,1,5,5,-4.709021162086805,1013.7920100911457,58.449999999999996
2019-01-05 05 A,2019-01-05,05,0,2019,1,5,5,-4.766469669580734,1013.467662556966,58.096666666666664
2019-01-05 06 A,2019-01-05,06,0,2019,1,5,5,-5.144896456087683,1014.5451865331469,58.47
2019-01-05 07 A,2019-01-05,07,0,2019,1,5,5,-5.141909494990091,1018.7192149375807,65.08500000000001
2019-01-05 08 A,2019-01-05,08,0,2019,1,5,5,-5.290983617458526,1021.8768664550781,79.93
2019-01-05 09 A,2019-01-05,09,0,2019,1,5,5,-4.625650497187276,1016.3616756184896,61.343333333333334
2019-01-05 10 A,2019-01-05,10,0,2019,1,5,5,-3.445587088570786,1021.6153525797527,60.85
2019-01-05 11 A,2019-01-05,11,0,2019,1,5,5,-1.7639713915384998,1015.6946647135416,43.06
2019-01-05 12 A,2019-01-05,12,0,2019,1,5,5,-0.3469793456623451,1013.008949811017,56.60666666666666
2019-01-05 13 A,2019-01-05,13,0,2019,1,5,5,0.8414558001259579,1017.977187480271,32.48666666666667
2019-01-05 14 A,2019-01-05,14,0,2019,1,5,5,1.4367461155523789,1017.2578211611793,29.363333333333333
2019-01-05 15 A,2019-01-05,15,0,2019,1,5,5,1.6389180112437156,1018.2140216064454,29.813333333333333
2019-01-05 16 A,2019-01-05,16,0,2019,1,5,5,1.5714303572514436,1013.4636794026692,52.73333333333333
2019-01-05 17 A,2019-01-05,17,0,2019,1,5,5,0.7651031710585166,1016.0470943596825,27.189999999999998
2019-01-05 18 A,2019-01-05,18,0,2019,1,5,5,-0.11279510733394842,1016.3900012207032,36.303333333333335
2019-01-05 19 A,2019-01-05,19,0,2019,1,5,5,-0.7436313125119584,1016.7203889248525,41.29333333333333
2019-01-05 20 A,2019-01-05,20,0,2019,1,5,5,-1.2293581242039622,1012.8829949951172,61.89333333333334
2019-01-05 21 A,2019-01-05,21,0,2019,1,5,5,-1.573959864734161,1013.5953430175781,62.406666666666666
2019-01-05 22 A,2019-01-05,22,0,2019,1,5,5,-2.2169657708653774,1014.6115214233397,57.12
2019-01-05 23 A,2019-01-05,23,0,2019,1,5,5,-2.2983383072615315,1015.6773541259766,47.96333333333333
2019-01-05 24 A,2019-01-05,24,0,2019,1,5,5,-2.4120776128716592,1015.849049863462,40.673333333333325
2019-01-06 01 A,2019-01-06,01,0,2019,1,6,6,-2.5606262858795055,1011.3929888916015,59.27
2019-01-06 02 A,2019-01-06,02,0,2019,1,6,6,-2.815273237079694,1012.9610101318359,54.22333333333333
2019-01-06 03 A,2019-01-06,03,0,2019,1,6,6,-3.1719414782988196,1011.9313301595051,58.02
2019-01-06 04 A,2019-01-06,04,0,2019,1,6,6,-3.3843363827814392,1014.1176424153646,52.153333333333336
2019-01-06 05 A,2019-01-06,05,0,2019,1,6,6,-3.4462603111662524,1014.1249867757161,51.56666666666666
2019-01-06 06 A,2019-01-06,06,0,2019,1,6,6,-3.7831966681611555,1016.697676188151,68.74666666666667
2019-01-06 07 A,2019-01-06,07,0,2019,1,6,6,-3.850710129470025,1017.7596765136718,61.53333333333334
2019-01-06 08 A,2019-01-06,08,0,2019,1,6,6,-3.987943461798832,1018.2101843631627,58.169999999999995
2019-01-06 09 A,2019-01-06,09,0,2019,1,6,6,-3.5693939218642927,1015.1153373209636,52.45666666666667
2019-01-06 10 A,2019-01-06,10,0,2019,1,6,6,-2.1993680338385873,1019.7138637797037,64.27
2019-01-06 11 A,2019-01-06,11,0,2019,1,6,6,-1.0072072104861653,1019.8030236816406,32.99333333333333
2019-01-06 12 A,2019-01-06,12,0,2019,1,6,6,0.2325472824734207,1019.08626455596,28.49333333333333
2019-01-06 13 A,2019-01-06,13,0,2019,1,6,6,1.1538107160796915,1017.5575910427204,37.163333333333334
2019-01-06 14 A,2019-01-06,14,0,2019,1,6,6,1.530202854996827,1015.9567341688667,25.64333333333333
2019-01-06 15 A,2019-01-06,15,0,2019,1,6,6,1.8045086332258211,1011.1829850260416,53.973333333333336
2019-01-06 16 A,2019-01-06,16,0,2019,1,6,6,1.712705329120163,1008.6396667480468,63.02666666666667
2019-01-06 17 A,2019-01-06,17,0,2019,1,6,6,1.0616393324628863,1013.4492223739625,41.06
2019-01-06 18 A,2019-01-06,18,0,2019,1,6,6,0.016654947387495636,1015.0350118371211,40.26
2019-01-06 19 A,2019-01-06,19,0,2019,1,6,6,-0.5079696398742362,1015.5987871551515,46.42666666666667
2019-01-06 20 A,2019-01-06,20,0,2019,1,6,6,-0.7084218094512549,1017.3460003662109,28.889999999999997
2019-01-06 21 A,2019-01-06,21,0,2019,1,6,6,-1.278619836806351,1016.8376908365885,29.666666666666668
2019-01-06 22 A,2019-01-06,22,0,2019,1,6,6,-1.6935832287849604,1013.1443614806321,58.94333333333333
2019-01-06 23 A,2019-01-06,23,0,2019,1,6,6,-1.859164561568064,1015.3899439191767,45.67666666666667
2019-01-06 24 A,2019-01-06,24,0,2019,1,6,6,-2.2980623840843437,1016.6946641627868,37.906666666666666
2019-01-07 01 A,2019-01-07,01,0,2019,1,7,0,-2.6089054663038738,1015.3776800537108,52.403333333333336
2019-01-07 02 A,2019-01-07,02,0,2019,1,7,0,-2.739868612928093,1014.2144013264974,56.43333333333334
2019-01-07 03 A,2019-01-07,03,0,2019,1,7,0,-3.0342172360202007,1014.817987874349,57.35
2019-01-07 04 A,2019-01-07,04,0,2019,1,7,0,-3.093847111890309,1012.0549877929689,69.24333333333333
2019-01-07 05 A,2019-01-07,05,0,2019,1,7,0,-3.3926042139160195,1016.4173457845053,63.15333333333333
2019-01-07 06 A,2019-01-07,06,0,2019,1,7,0,-3.591773947110695,1016.1666664632161,58.160000000000004
2019-01-07 07 A,2019-01-07,07,0,2019,1,7,0,-3.619494274169305,1016.6543505859376,64.44
2019-01-07 08 A,2019-01-07,08,0,2019,1,7,0,-3.847033983582836,1012.3499904378255,64.77666666666666
2019-01-07 09 A,2019-01-07,09,0,2019,1,7,0,-3.2691407713747473,1014.8906571451822,45.23333333333333
2019-01-07 10 A,2019-01-07,10,0,2019,1,7,0,-2.4574207690862617,1011.2393204752603,54.906666666666666
2019-01-07 11 A,2019-01-07,11,0,2019,1,7,0,-1.0747738051197524,1016.347405234209,44.419999999999995
2019-01-07 12 A,2019-01-07,12,0,2019,1,7,0,0.17194983994843424,1012.3496557617187,45.02333333333333
2019-01-07 13 A,2019-01-07,13,0,2019,1,7,0,1.07305186994626,1017.4748144938152,27.533333333333335
2019-01-07 14 A,2019-01-07,14,0,2019,1,7,0,1.735853468351489,1008.7021045102665,51.81666666666666
2019-01-07 15 A,2019-01-07,15,0,2019,1,7,0,1.8167648501678044,1008.6258206601365,53.946666666666665
2019-01-07 16 A,2019-01-07,16,0,2019,1,7,0,1.567929351245849,1002.6549889119466,61.06333333333333
2019-01-07 17 A,2019-01-07,17,0,2019,1,7,0,1.076407725222187,1002.3139864095052,75.41333333333334
2019-01-07 18 A,2019-01-07,18,0,2019,1,7,0,-0.007929551196347119,1018.5506787109375,26.939999999999998
2019-01-07 19 A,2019-01-07,19,0,2019,1,7,0,-0.7727422749360997,1005.7937990256097,77.85
2019-01-07 20 A,2019-01-07,20,0,2019,1,7,0,-1.6456318335023215,1013.271620042589,54.14666666666667
2019-01-07 21 A,2019-01-07,21,0,2019,1,7,0,-2.133367891852167,1013.3070131429037,53.870000000000005
2019-01-07 22 A,2019-01-07,22,0,2019,1,7,0,-2.757733424272909,1016.7553285725911,56.49333333333333
2019-01-07 23 A,2019-01-07,23,0,2019,1,7,0,-2.825172281957322,1013.0183905734857,66.79666666666667
2019-01-07 24 A,2019-01-07,24,0,2019,1,7,0,-3.1400299587352394,1010.361377122667,66.68
2019-01-08 01 A,2019-01-08,01,0,2019,1,8,1,-3.894175988577427,1012.1033927577777,59.379999999999995
2019-01-08 02 A,2019-01-08,02,0,2019,1,8,1,-4.363951635266022,1015.612685546875,61.166666666666664
2019-01-08 03 A,2019-01-08,03,0,2019,1,8,1,-4.476644518054834,1024.5356435139975,54.53666666666667
2019-01-08 04 A,2019-01-08,04,0,2019,1,8,1,-4.922203701659977,1014.6966432698567,60.153333333333336
2019-01-08 05 A,2019-01-08,05,0,2019,1,8,1,-5.048250653931251,1006.996327311198,61.723333333333336
2019-01-08 06 A,2019-01-08,06,0,2019,1,8,1,-5.337014775483691,1011.956134685478,62.053333333333335
2019-01-08 07 A,2019-01-08,07,0,2019,1,8,1,-5.4117466493793955,1014.6949721306081,61.99
2019-01-08 08 A,2019-01-08,08,0,2019,1,8,1,-5.506705663129971,1014.7251782105241,62.89333333333334
2019-01-08 09 A,2019-01-08,09,0,2019,1,8,1,-4.992933157676916,1017.016160083233,60.419999999999995
2019-01-08 10 A,2019-01-08,10,0,2019,1,8,1,-3.9558610918343917,1012.6371750669126,42.88666666666666
2019-01-08 11 A,2019-01-08,11,0,2019,1,8,1,-2.544159128613947,1017.9259399483368,36.75
2019-01-08 12 A,2019-01-08,12,0,2019,1,8,1,-1.2528497910633638,1016.6897488804105,50.71666666666667
2019-01-08 13 A,2019-01-08,13,0,2019,1,8,1,-0.10651474505230944,1019.5010393124535,29.03
2019-01-08 14 A,2019-01-08,14,0,2019,1,8,1,0.35585989718570127,1013.1869841766356,41.52
2019-01-08 15 A,2019-01-08,15,0,2019,1,8,1,0.5852932447190705,1021.2439880371094,18.05666666666667
2019-01-08 16 A,2019-01-08,16,0,2019,1,8,1,0.42148194700106795,1011.8396553548178,30.776666666666667
2019-01-08 17 A,2019-01-08,17,0,2019,1,8,1,-0.13944121438987245,1016.8742728339301,27.963333333333335
2019-01-08 18 A,2019-01-08,18,0,2019,1,8,1,-1.3711634337039322,1017.4626621134603,33.82666666666666
2019-01-08 19 A,2019-01-08,19,0,2019,1,8,1,-1.8413949165570538,1014.2911422858234,61.346666666666664
2019-01-08 20 A,2019-01-08,20,0,2019,1,8,1,-2.3475570067444353,1014.7876611328124,45.303333333333335
2019-01-08 21 A,2019-01-08,21,0,2019,1,8,1,-2.7069575956107417,1014.3930033365887,48.81666666666667
2019-01-08 22 A,2019-01-08,22,0,2019,1,8,1,-3.209299364476763,1018.9848022961738,36.32333333333333
2019-01-08 23 A,2019-01-08,23,0,2019,1,8,1,-3.466506584908443,1017.8186614990233,42.02
2019-01-08 24 A,2019-01-08,24,0,2019,1,8,1,-3.6816958989610398,1017.5668979695638,46.28666666666666
2019-01-09 01 A,2019-01-09,01,0,2019,1,9,2,-3.8328433863094666,1016.6706846110025,47.93000000000001
2019-01-09 02 A,2019-01-09,02,0,2019,1,9,2,-4.069440942070346,1016.4722585782138,49.10999999999999
2019-01-09 03 A,2019-01-09,03,0,2019,1,9,2,-4.1023653716769894,1015.9590150960286,49.919999999999995
2019-01-09 04 A,2019-01-09,04,0,2019,1,9,2,-4.308979192880833,1015.9053853352865,50.873333333333335
2019-01-09 05 A,2019-01-09,05,0,2019,1,9,2,-4.673093263247821,1015.5643336995444,50.18666666666667
2019-01-09 06 A,2019-01-09,06,0,2019,1,9,2,-4.943440975190462,1015.2426654391819,55.306666666666665
2019-01-09 07 A,2019-01-09,07,0,2019,1,9,2,-4.994303506789584,1014.8077998046874,56.29666666666666
2019-01-09 08 A,2019-01-09,08,0,2019,1,9,2,-5.119677707886296,1014.7420937877837,56.48
2019-01-09 09 A,2019-01-09,09,0,2019,1,9,2,-4.56545930324875,1017.7780157470703,47.51333333333333
2019-01-09 10 A,2019-01-09,10,0,2019,1,9,2,-3.243394443179188,1018.5330037434896,42.973333333333336
2019-01-09 11 A,2019-01-09,11,0,2019,1,9,2,-1.9101438687513064,1022.9640118408203,28.246666666666666
2019-01-09 12 A,2019-01-09,12,0,2019,1,9,2,-0.7258443779984315,1012.5439941406249,60.29
2019-01-09 13 A,2019-01-09,13,0,2019,1,9,2,0.08100897852954929,1016.3840102132161,38.0
2019-01-09 14 A,2019-01-09,14,0,2019,1,9,2,0.6936415832543998,1016.9438012370487,38.169999999999995
2019-01-09 15 A,2019-01-09,15,0,2019,1,9,2,0.9190703432017955,1014.9099000379774,46.366666666666674
2019-01-09 16 A,2019-01-09,16,0,2019,1,9,2,0.7295753938343629,1013.5455113220214,44.199999999999996
2019-01-09 17 A,2019-01-09,17,0,2019,1,9,2,0.17052853351400377,1018.2219889322918,41.486666666666665
2019-01-09 18 A,2019-01-09,18,0,2019,1,9,2,-0.8870586488187175,1014.9735448404948,39.876666666666665
2019-01-09 19 A,2019-01-09,19,0,2019,1,9,2,-1.4505702649467567,1015.4227176478847,42.946666666666665
2019-01-09 20 A,2019-01-09,20,0,2019,1,9,2,-2.029860723405855,1019.9021049262152,52.04666666666666
2019-01-09 21 A,2019-01-09,21,0,2019,1,9,2,-2.386191731758627,1018.8462361687521,55.31333333333333
2019-01-09 22 A,2019-01-09,22,0,2019,1,9,2,-3.065687763590724,1014.0213424682617,57.576666666666675
2019-01-09 23 A,2019-01-09,23,0,2019,1,9,2,-3.4283691652208907,1021.2386741129558,56.61000000000001
2019-01-09 24 A,2019-01-09,24,0,2019,1,9,2,-3.5313383192095116,1018.8288150024414,63.10999999999999
2019-01-10 01 A,2019-01-10,01,0,2019,1,10,3,-3.9273598832487715,1014.5355594348754,59.35333333333333
2019-01-10 02 A,2019-01-10,02,0,2019,1,10,3,-4.2468559695788,1019.5800864438658,69.30666666666666
2019-01-10 03 A,2019-01-10,03,0,2019,1,10,3,-4.401887867553047,1019.7756545003255,67.04666666666667
2019-01-10 04 A,2019-01-10,04,0,2019,1,10,3,-4.57851849699464,1018.0459769694011,77.03333333333335
2019-01-10 05 A,2019-01-10,05,0,2019,1,10,3,-4.791513077139125,1018.5516581217447,77.45
2019-01-10 06 A,2019-01-10,06,0,2019,1,10,3,-5.077872520535569,1017.7469879150391,80.68666666666667
2019-01-10 07 A,2019-01-10,07,0,2019,1,10,3,-5.080241747903025,1017.8540236409505,77.75333333333333
2019-01-10 08 A,2019-01-10,08,0,2019,1,10,3,-5.2384251198217955,1016.2862799072265,74.77333333333333
2019-01-10 09 A,2019-01-10,09,0,2019,1,10,3,-4.675370279879037,1017.694424272017,69.93333333333334
2019-01-10 10 A,2019-01-10,10,0,2019,1,10,3,-3.526181698552658,1016.5833795366933,46.50333333333333
2019-01-10 11 A,2019-01-10,11,0,2019,1,10,3,-2.1327448609369006,1019.2574525379,50.1
2019-01-10 12 A,2019-01-10,12,0,2019,1,10,3,-0.8982459013393633,1011.7000122070312,30.0
2019-01-10 13 A,2019-01-10,13,0,2019,1,10,3,0.35243590063937136,1007.0009780544706,35.31333333333333
2019-01-10 14 A,2019-01-10,14,0,2019,1,10,3,0.9169186427173671,1005.8246899414062,27.666666666666668
2019-01-10 15 A,2019-01-10,15,0,2019,1,10,3,0.9541275777052447,1003.4386446126301,59.71666666666667
2019-01-10 16 A,2019-01-10,16,0,2019,1,10,3,0.8170901134927387,1008.0549879964193,40.222500000000004
2019-01-10 17 A,2019-01-10,17,0,2019,1,10,3,0.3260713689201477,1012.2990158389645,42.10333333333333
2019-01-10 18 A,2019-01-10,18,0,2019,1,10,3,-0.8379412511511249,1011.6923311360678,43.38333333333333
2019-01-10 19 A,2019-01-10,19,0,2019,1,10,3,-1.423357829551313,1009.4700772057773,55.870000000000005
2019-01-10 20 A,2019-01-10,20,0,2019,1,10,3,-1.9137062614956701,1012.5339076063368,53.67666666666667
2019-01-10 21 A,2019-01-10,21,0,2019,1,10,3,-2.5272172984690275,1008.3227784192486,38.42666666666667
2019-01-10 22 A,2019-01-10,22,0,2019,1,10,3,-3.388138857832967,1013.5205790464137,50.94333333333333
2019-01-10 23 A,2019-01-10,23,0,2019,1,10,3,-3.3729680940362887,1013.5745446399505,48.61666666666667
2019-01-10 24 A,2019-01-10,24,0,2019,1,10,3,-3.2334317563370547,1013.8089052756392,49.79333333333333
2019-01-11 01 A,2019-01-11,01,0,2019,1,11,4,-4.332990217125103,1014.9558090124824,60.25333333333333
2019-01-11 02 A,2019-01-11,02,0,2019,1,11,4,-4.515856547940815,1014.6718515379054,58.693333333333335
2019-01-11 03 A,2019-01-11,03,0,2019,1,11,4,-4.670775640242597,1014.5748163201657,50.766893939393945
2019-01-11 04 A,2019-01-11,04,0,2019,1,11,4,-4.9288120669165485,1012.6873433878992,53.48
2019-01-11 05 A,2019-01-11,05,0,2019,1,11,4,-5.236276771445822,1011.6458403035073,54.826666666666675
2019-01-11 06 A,2019-01-11,06,0,2019,1,11,4,-5.2967850806433425,1010.9724576416015,53.76
